Branch,ItemCode,Week 1,Week 2,Week 3,Week 4,Monthly Demand
Fontana,10830,2570.0,2243.0,2243.0,2243.0,-327.0
Houston F&S,10830,400.0,400.0,400.0,400.0,0.0
Linden,10830,214.0,214.0,214.0,214.0,0.0
Sacramento Main,10830,469.0,308.0,244.0,244.0,-225.0
Seattle F&S,10830,50.0,50.0,50.0,50.0,0.0
Tampa F&S,10830,499.0,499.0,58.0,58.0,-441.0
Houston F&S,1083404,982.0,982.0,982.0,982.0,0.0
Houston F&S,1083405,1962.0,1962.0,1962.0,1962.0,0.0
Houston F&S,1083406,767.0,767.0,767.0,767.0,0.0
Houston F&S,1083407,833.0,833.0,920.0,920.0,87.0
Houston F&S,1083408,907.0,907.0,907.0,907.0,0.0
Houston F&S,1083410,158.0,158.0,158.0,158.0,0.0
Houston F&S,10836,18.0,18.0,18.0,18.0,0.0
Toronto F&S,10840,5.0,5.0,5.0,5.0,0.0
Fontana,1084040,46.0,46.0,46.0,46.0,0.0
Houston F&S,1084040,102.0,102.0,102.0,102.0,0.0
Fontana,1084050,8.0,8.0,8.0,8.0,0.0
Fontana,1084060,16.0,16.0,16.0,16.0,0.0
Fontana,1084070,18.0,18.0,18.0,18.0,0.0
Houston F&S,1084070,49.0,49.0,49.0,49.0,0.0
Fontana,1084080,6.0,6.0,6.0,6.0,0.0
Houston F&S,1084080,8.0,8.0,8.0,8.0,0.0
Toronto F&S,10841,99.0,99.0,99.0,99.0,0.0
Toronto F&S,10842,8.0,8.0,8.0,8.0,0.0
Toronto F&S,10843,7.0,7.0,7.0,7.0,0.0
Toronto F&S,10844,15.0,15.0,15.0,15.0,0.0
Toronto F&S,10845,10.0,10.0,10.0,10.0,0.0
Toronto F&S,10846,56.0,56.0,56.0,56.0,0.0
Toronto F&S,10847,87.0,87.0,87.0,87.0,0.0
Great Lakes CC,10858,150.0,150.0,150.0,150.0,0.0
Great Lakes CC,10859,10.0,10.0,10.0,10.0,0.0
Montreal F&S,10860,83.0,83.0,83.0,83.0,0.0
Montreal F&S,10861,99.0,99.0,99.0,99.0,0.0
Houston F&S,10862,736.0,738.0,739.0,753.0,17.0
Houston F&S,10866,665.0,669.0,672.0,681.0,16.0
Atlanta F&S,109,637.0,614.0,610.0,623.0,-14.0
Baltimore F&S,109,606.0,640.0,585.0,592.0,-14.0
Edmonton F&S,109,577.0,580.0,589.0,593.0,16.0
Fontana,109,976.0,942.0,994.0,1066.0,90.0
Great Lakes CC,109,50.0,50.0,50.0,50.0,0.0
Houston F&S,109,120.0,101.0,102.0,102.0,-18.0
Montreal F&S,109,256.0,256.0,256.0,256.0,0.0
Seattle F&S,109,541.0,511.0,500.0,500.0,-41.0
Tampa F&S,109,843.0,801.0,790.0,760.0,-83.0
Toronto F&S,109,630.0,621.0,593.0,591.0,-39.0
Vancouver F&S,109,12.0,12.0,12.0,12.0,0.0
Atlanta F&S,11,625.0,579.0,579.0,553.0,-72.0
Baltimore F&S,11,2735.0,2702.0,2623.0,2549.0,-186.0
Edmonton F&S,11,252.0,250.0,250.0,228.0,-24.0
Fontana,11,2072.0,1986.0,2041.0,1982.0,-90.0
Great Lakes CC,11,1461.0,1498.0,1481.0,2375.0,914.0
Houston F&S,11,437.0,436.0,435.0,435.0,-2.0
Montreal F&S,11,1403.0,1462.0,1593.0,1586.0,183.0
Sacramento Main,11,54.0,54.0,53.0,52.0,-2.0
Seattle F&S,11,2936.0,2901.0,2795.0,2760.0,-176.0
Tampa F&S,11,5487.0,5019.0,4833.0,5434.0,-53.0
Toronto F&S,11,7187.0,7155.0,7044.0,6791.0,-396.0
Vancouver F&S,11,887.0,876.0,875.0,872.0,-15.0
Atlanta F&S,111,777.0,777.0,767.0,759.0,-18.0
Baltimore F&S,111,818.0,836.0,814.0,802.0,-16.0
Edmonton F&S,111,1265.0,1271.0,1197.0,1189.0,-76.0
Fontana,111,1995.0,1973.0,1980.0,2104.0,109.0
Great Lakes CC,111,86.0,86.0,86.0,86.0,0.0
Houston F&S,111,210.0,186.0,291.0,275.0,65.0
Montreal F&S,111,367.0,373.0,404.0,400.0,33.0
Seattle F&S,111,752.0,615.0,569.0,569.0,-183.0
Tampa F&S,111,703.0,627.0,617.0,586.0,-117.0
Toronto F&S,111,3324.0,3312.0,3348.0,3324.0,0.0
Vancouver F&S,111,130.0,130.0,130.0,130.0,0.0
Edmonton F&S,1119,10.0,6.0,6.0,6.0,-4.0
Atlanta F&S,112,3571.0,3674.0,3678.0,3790.0,219.0
Baltimore F&S,112,2818.0,2828.0,2851.0,2929.0,111.0
Edmonton F&S,112,3179.0,3207.0,3118.0,3107.0,-72.0
Fontana,112,1861.0,1913.0,1996.0,2073.0,212.0
Great Lakes CC,112,458.0,458.0,437.0,448.0,-10.0
Houston F&S,112,734.0,729.0,694.0,694.0,-40.0
Montreal F&S,112,2241.0,2242.0,1979.0,1659.0,-582.0
Sacramento Main,112,1.0,1.0,1.0,1.0,0.0
Seattle F&S,112,935.0,809.0,847.0,846.0,-89.0
Tampa F&S,112,1778.0,1809.0,1951.0,1955.0,177.0
Toronto F&S,112,9308.0,9346.0,9392.0,9265.0,-43.0
Vancouver F&S,112,306.0,306.0,306.0,306.0,0.0
Edmonton F&S,1121,13.0,8.0,8.0,8.0,-5.0
Atlanta F&S,113,1237.0,1221.0,1169.0,1171.0,-66.0
Baltimore F&S,113,1127.0,1179.0,1258.0,1244.0,117.0
Edmonton F&S,113,2449.0,2528.0,2469.0,2521.0,72.0
Fontana,113,1313.0,1714.0,2280.0,2462.0,1149.0
Great Lakes CC,113,62.0,60.0,60.0,60.0,-2.0
Houston F&S,113,844.0,772.0,661.0,661.0,-183.0
Montreal F&S,113,405.0,415.0,435.0,454.0,49.0
Sacramento Main,113,1.0,1.0,1.0,1.0,0.0
Seattle F&S,113,686.0,655.0,778.0,801.0,115.0
Tampa F&S,113,1937.0,1935.0,1837.0,1694.0,-243.0
Toronto F&S,113,13214.0,13196.0,13402.0,13556.0,342.0
Atlanta F&S,115,2719.0,2692.0,2710.0,2884.0,165.0
Baltimore F&S,115,3048.0,3050.0,3159.0,3181.0,133.0
Edmonton F&S,115,4055.0,4011.0,4391.0,4239.0,184.0
Fontana,115,1873.0,1902.0,1951.0,2017.0,144.0
Great Lakes CC,115,559.0,541.0,528.0,556.0,-3.0
Houston F&S,115,656.0,592.0,575.0,575.0,-81.0
Montreal F&S,115,1412.0,1486.0,1646.0,1742.0,330.0
Sacramento Main,115,140.0,137.0,136.0,136.0,-4.0
Seattle F&S,115,3188.0,3089.0,3257.0,3218.0,30.0
Tampa F&S,115,2435.0,2441.0,2435.0,2390.0,-45.0
Toronto F&S,115,19015.0,18809.0,18694.0,19005.0,-10.0
Vancouver F&S,115,323.0,292.0,292.0,292.0,-31.0
Atlanta F&S,119,784.0,797.0,797.0,805.0,21.0
Baltimore F&S,119,22.0,22.0,22.0,22.0,0.0
Edmonton F&S,119,186.0,186.0,186.0,162.0,-24.0
Fontana,119,515.0,643.0,651.0,707.0,192.0
Great Lakes CC,119,144.0,151.0,151.0,151.0,7.0
Houston F&S,119,221.0,221.0,221.0,195.0,-26.0
Linden,119,49.0,49.0,49.0,49.0,0.0
Montreal F&S,119,378.0,363.0,328.0,300.0,-78.0
Sacramento Main,119,174.0,158.0,150.0,141.0,-33.0
Seattle F&S,119,1246.0,1106.0,1086.0,1082.0,-164.0
Tampa F&S,119,883.0,816.0,803.0,762.0,-121.0
Toronto F&S,119,6642.0,6535.0,6520.0,6479.0,-163.0
Vancouver F&S,119,524.0,524.0,524.0,524.0,0.0
Atlanta F&S,12,801.0,618.0,558.0,543.0,-258.0
Baltimore F&S,12,3593.0,3599.0,3710.0,3661.0,68.0
Edmonton F&S,12,2884.0,2822.0,2807.0,2810.0,-74.0
Fontana,12,2260.0,2183.0,2188.0,2236.0,-24.0
Great Lakes CC,12,1527.0,1513.0,1528.0,1545.0,18.0
Houston F&S,12,1041.0,878.0,816.0,816.0,-225.0
Montreal F&S,12,1886.0,1950.0,1953.0,1968.0,82.0
Sacramento Main,12,393.0,400.0,398.0,399.0,6.0
Seattle F&S,12,1569.0,1633.0,1939.0,1963.0,394.0
Tampa F&S,12,10060.0,9384.0,8831.0,8717.0,-1343.0
Toronto F&S,12,16338.0,16704.0,16926.0,16536.0,198.0
Vancouver F&S,12,1056.0,1046.0,1018.0,1043.0,-13.0
Great Lakes CC,121,129.0,126.0,126.0,126.0,-3.0
Sacramento Main,121,4.0,4.0,4.0,4.0,0.0
Toronto F&S,121,566.0,566.0,578.0,579.0,13.0
Baltimore F&S,122,4.0,4.0,0.0,0.0,-4.0
Fontana,122,375.0,451.0,474.0,525.0,150.0
Great Lakes CC,122,12.0,12.0,12.0,12.0,0.0
Houston F&S,122,10.0,10.0,10.0,10.0,0.0
Montreal F&S,122,252.0,252.0,252.0,252.0,0.0
Sacramento Main,122,997.0,779.0,779.0,539.0,-458.0
Seattle F&S,122,2134.0,2074.0,2087.0,2060.0,-74.0
Toronto F&S,122,877.0,863.0,858.0,842.0,-35.0
Toronto F&S,1226,14.0,14.0,14.0,14.0,0.0
Edmonton F&S,123,24.0,24.0,12.0,8.0,-16.0
Fontana,123,1034.0,1054.0,1020.0,957.0,-77.0
Montreal F&S,123,357.0,357.0,357.0,149.0,-208.0
Sacramento Main,123,135.0,135.0,135.0,135.0,0.0
Seattle F&S,123,1573.0,1442.0,1398.0,1380.0,-193.0
Toronto F&S,123,461.0,461.0,461.0,461.0,0.0
Vancouver F&S,123,224.0,224.0,224.0,224.0,0.0
Fontana,124,286.0,295.0,289.0,273.0,-13.0
Houston F&S,124,37.0,37.0,37.0,37.0,0.0
Montreal F&S,124,160.0,160.0,160.0,152.0,-8.0
Sacramento Main,124,532.0,532.0,532.0,532.0,0.0
Seattle F&S,124,25.0,25.0,25.0,25.0,0.0
Toronto F&S,124,71.0,71.0,67.0,63.0,-8.0
Vancouver F&S,124,315.0,315.0,315.0,315.0,0.0
Baltimore F&S,1241200,60.0,85.0,113.0,129.0,69.0
Edmonton F&S,1241200,52.0,52.0,66.0,56.0,4.0
Fontana,1241200,4.0,4.0,4.0,4.0,0.0
Linden,1241200,54.0,52.0,52.0,52.0,-2.0
Sacramento Main,1241200,3.0,3.0,3.0,1.0,-2.0
Vancouver F&S,1241200,18.0,18.0,3.0,3.0,-15.0
Baltimore F&S,1241300,5.0,4.0,4.0,12.0,7.0
Edmonton F&S,1241300,36.0,36.0,40.0,41.0,5.0
Houston F&S,1241300,50.0,50.0,50.0,50.0,0.0
Linden,1241300,78.0,78.0,102.0,102.0,24.0
Seattle F&S,1241300,6.0,6.0,6.0,6.0,0.0
Tampa F&S,1241300,4.0,4.0,4.0,4.0,0.0
Vancouver F&S,1241300,14.0,14.0,0.0,0.0,-14.0
Baltimore F&S,1241400,19.0,0.0,6.0,6.0,-13.0
Edmonton F&S,1241400,32.0,32.0,50.0,53.0,21.0
Fontana,1241400,12.0,12.0,12.0,12.0,0.0
Houston F&S,1241400,13.0,13.0,13.0,13.0,0.0
Linden,1241400,389.0,399.0,393.0,392.0,3.0
Tampa F&S,1241400,31.0,31.0,31.0,31.0,0.0
Vancouver F&S,1241400,6.0,6.0,0.0,0.0,-6.0
Edmonton F&S,1241505,8.0,8.0,33.0,35.0,27.0
Linden,1241505,248.0,233.0,268.0,268.0,20.0
Sacramento Main,1241505,8.0,8.0,8.0,8.0,0.0
Seattle F&S,1241505,36.0,36.0,36.0,33.0,-3.0
Tampa F&S,1241505,107.0,107.0,107.0,107.0,0.0
Vancouver F&S,1241505,25.0,25.0,6.0,6.0,-19.0
Baltimore F&S,1241600,22.0,22.0,22.0,22.0,0.0
Linden,1241600,390.0,375.0,374.0,368.0,-22.0
Sacramento Main,1241600,4.0,4.0,4.0,4.0,0.0
Seattle F&S,1241600,54.0,54.0,54.0,50.0,-4.0
Tampa F&S,1241600,45.0,45.0,45.0,45.0,0.0
Houston F&S,1241700,2.0,2.0,2.0,2.0,0.0
Linden,1241700,32.0,32.0,27.0,27.0,-5.0
Seattle F&S,1241700,19.0,19.0,19.0,18.0,-1.0
Tampa F&S,1241700,48.0,48.0,48.0,48.0,0.0
Houston F&S,1241800,2.0,2.0,2.0,2.0,0.0
Seattle F&S,1241800,2.0,2.0,2.0,1.0,-1.0
Tampa F&S,1241800,14.0,14.0,14.0,14.0,0.0
Baltimore F&S,125,48.0,48.0,68.0,96.0,48.0
Montreal F&S,125,44.0,44.0,44.0,44.0,0.0
Seattle F&S,125,118.0,118.0,118.0,118.0,0.0
Tampa F&S,125,2.0,2.0,2.0,2.0,0.0
Toronto F&S,125,16.0,14.0,14.0,14.0,-2.0
Baltimore F&S,126,48.0,48.0,48.0,48.0,0.0
Fontana,126,281.0,324.0,341.0,373.0,92.0
Great Lakes CC,126,57.0,57.0,57.0,57.0,0.0
Montreal F&S,126,319.0,319.0,313.0,313.0,-6.0
Sacramento Main,126,216.0,216.0,216.0,216.0,0.0
Seattle F&S,126,1134.0,1123.0,1171.0,1071.0,-63.0
Tampa F&S,126,8.0,8.0,8.0,8.0,0.0
Toronto F&S,126,200.0,176.0,176.0,176.0,-24.0
Vancouver F&S,126,840.0,840.0,840.0,840.0,0.0
Fontana,127,154.0,184.0,184.0,184.0,30.0
Montreal F&S,127,44.0,42.0,42.0,42.0,-2.0
Sacramento Main,127,8.0,8.0,8.0,8.0,0.0
Seattle F&S,127,404.0,371.0,432.0,430.0,26.0
Vancouver F&S,127,277.0,277.0,277.0,277.0,0.0
Baltimore F&S,128,48.0,48.0,48.0,48.0,0.0
Fontana,128,503.0,516.0,563.0,579.0,76.0
Great Lakes CC,128,68.0,68.0,68.0,68.0,0.0
Montreal F&S,128,168.0,168.0,168.0,168.0,0.0
Sacramento Main,128,230.0,230.0,230.0,230.0,0.0
Seattle F&S,128,779.0,768.0,694.0,580.0,-199.0
Tampa F&S,128,52.0,52.0,52.0,52.0,0.0
Toronto F&S,128,235.0,211.0,211.0,211.0,-24.0
Vancouver F&S,128,193.0,193.0,193.0,193.0,0.0
Baltimore F&S,129,145.0,145.0,145.0,145.0,0.0
Tampa F&S,129,12.0,12.0,12.0,12.0,0.0
Toronto F&S,129,40.0,40.0,40.0,40.0,0.0
Edmonton F&S,130,70.0,70.0,70.0,70.0,0.0
Fontana,130,3281.0,3281.0,3281.0,3281.0,0.0
Great Lakes CC,130,135.0,135.0,135.0,135.0,0.0
Houston F&S,130,281.0,281.0,281.0,281.0,0.0
Montreal F&S,130,2501.0,2501.0,2477.0,2466.0,-35.0
Sacramento Main,130,1049.0,1049.0,1049.0,1049.0,0.0
Seattle F&S,130,3671.0,3464.0,3401.0,3039.0,-632.0
Tampa F&S,130,120.0,120.0,120.0,120.0,0.0
Toronto F&S,130,4921.0,4878.0,4841.0,4784.0,-137.0
Vancouver F&S,130,823.0,823.0,823.0,823.0,0.0
Fontana,131,114.0,114.0,114.0,114.0,0.0
Great Lakes CC,131,4.0,4.0,4.0,4.0,0.0
Houston F&S,131,49.0,49.0,49.0,49.0,0.0
Montreal F&S,131,314.0,299.0,264.0,236.0,-78.0
Sacramento Main,131,103.0,103.0,118.0,124.0,21.0
Seattle F&S,131,440.0,424.0,448.0,434.0,-6.0
Toronto F&S,131,2597.0,2583.0,2560.0,2529.0,-68.0
Vancouver F&S,131,443.0,443.0,443.0,443.0,0.0
Fontana,136,674.0,700.0,700.0,708.0,34.0
Montreal F&S,136,104.0,104.0,104.0,104.0,0.0
Sacramento Main,136,76.0,76.0,76.0,126.0,50.0
Seattle F&S,136,583.0,583.0,545.0,506.0,-77.0
Tampa F&S,136,24.0,24.0,24.0,24.0,0.0
Toronto F&S,136,1195.0,1163.0,1110.0,1040.0,-155.0
Vancouver F&S,136,51.0,51.0,51.0,51.0,0.0
Atlanta F&S,137,25.0,18.0,18.0,18.0,-7.0
Fontana,137,28.0,28.0,28.0,28.0,0.0
Houston F&S,137,16.0,16.0,12.0,12.0,-4.0
Sacramento Main,137,13.0,11.0,10.0,10.0,-3.0
Tampa F&S,137,226.0,247.0,237.0,230.0,4.0
Toronto F&S,137,315.0,299.0,300.0,306.0,-9.0
Fontana,139,45.0,45.0,45.0,40.0,-5.0
Seattle F&S,139,50.0,32.0,40.0,46.0,-4.0
Toronto F&S,139,132.0,131.0,131.0,121.0,-11.0
Atlanta F&S,14,1010.0,1004.0,970.0,1048.0,38.0
Baltimore F&S,14,3534.0,3475.0,3710.0,3916.0,382.0
Edmonton F&S,14,2562.0,2517.0,2469.0,2468.0,-94.0
Fontana,14,2652.0,2620.0,2659.0,2661.0,9.0
Great Lakes CC,14,1439.0,1253.0,1241.0,1326.0,-113.0
Houston F&S,14,1168.0,1076.0,902.0,902.0,-266.0
Montreal F&S,14,455.0,831.0,943.0,996.0,541.0
Sacramento Main,14,288.0,231.0,193.0,142.0,-146.0
Seattle F&S,14,3609.0,3534.0,3480.0,3330.0,-279.0
Tampa F&S,14,5450.0,5328.0,5165.0,5196.0,-254.0
Toronto F&S,14,9631.0,9977.0,10595.0,11317.0,1686.0
Vancouver F&S,14,752.0,737.0,731.0,731.0,-21.0
Atlanta F&S,140,4.0,10.0,13.0,13.0,9.0
Fontana,140,30.0,32.0,32.0,29.0,-1.0
Montreal F&S,140,2.0,2.0,2.0,10.0,8.0
Sacramento Main,140,8.0,8.0,8.0,8.0,0.0
Seattle F&S,140,60.0,60.0,68.0,68.0,8.0
Tampa F&S,140,25.0,25.0,25.0,25.0,0.0
Toronto F&S,140,96.0,112.0,110.0,110.0,14.0
Vancouver F&S,140,8.0,8.0,8.0,8.0,0.0
Atlanta F&S,141,16.0,18.0,20.0,20.0,4.0
Fontana,141,2.0,2.0,2.0,2.0,0.0
Montreal F&S,141,12.0,12.0,12.0,6.0,-6.0
Seattle F&S,141,21.0,21.0,29.0,29.0,8.0
Toronto F&S,141,27.0,27.0,27.0,27.0,0.0
Atlanta F&S,142,16.0,16.0,16.0,16.0,0.0
Baltimore F&S,144,1.0,1.0,6.0,7.0,6.0
Edmonton F&S,144,8.0,8.0,8.0,8.0,0.0
Fontana,144,331.0,341.0,341.0,349.0,18.0
Great Lakes CC,144,34.0,34.0,34.0,34.0,0.0
Montreal F&S,144,61.0,61.0,61.0,61.0,0.0
Sacramento Main,144,82.0,82.0,82.0,82.0,0.0
Seattle F&S,144,217.0,212.0,197.0,201.0,-16.0
Toronto F&S,144,639.0,629.0,609.0,596.0,-43.0
Vancouver F&S,144,75.0,75.0,75.0,75.0,0.0
Sacramento Main,145,15.0,15.0,15.0,15.0,0.0
Sacramento Main,1453200,330.0,330.0,330.0,330.0,0.0
Montreal F&S,146,116.0,116.0,116.0,116.0,0.0
Atlanta F&S,15,1745.0,1565.0,1514.0,1596.0,-149.0
Baltimore F&S,15,1988.0,2001.0,2013.0,2113.0,125.0
Edmonton F&S,15,3940.0,4046.0,3777.0,3949.0,9.0
Fontana,15,1175.0,1161.0,1233.0,1136.0,-39.0
Great Lakes CC,15,432.0,345.0,323.0,412.0,-20.0
Houston F&S,15,65.0,55.0,31.0,31.0,-34.0
Montreal F&S,15,582.0,582.0,622.0,701.0,119.0
Sacramento Main,15,44.0,25.0,25.0,14.0,-30.0
Seattle F&S,15,1748.0,1694.0,1658.0,1745.0,-3.0
Tampa F&S,15,2129.0,2010.0,1974.0,2032.0,-97.0
Toronto F&S,15,12239.0,13346.0,13795.0,13874.0,1635.0
Vancouver F&S,15,1111.0,1141.0,1151.0,1238.0,127.0
Toronto F&S,151,126.0,126.0,126.0,126.0,0.0
Toronto F&S,154,8.0,8.0,8.0,8.0,0.0
Great Lakes CC,156,68.0,68.0,68.0,68.0,0.0
Toronto F&S,156,236.0,236.0,236.0,236.0,0.0
Vancouver F&S,156,113.0,113.0,113.0,113.0,0.0
Toronto F&S,157,7.0,7.0,7.0,7.0,0.0
Atlanta F&S,1579,51.0,51.0,51.0,51.0,0.0
Fontana,1579,617.0,617.0,617.0,617.0,0.0
Toronto F&S,158,30.0,30.0,30.0,30.0,0.0
Atlanta F&S,16,2847.0,2803.0,2689.0,2518.0,-329.0
Baltimore F&S,16,2761.0,2729.0,3448.0,3609.0,848.0
Edmonton F&S,16,4811.0,4680.0,4528.0,4669.0,-142.0
Fontana,16,2774.0,2784.0,2806.0,2811.0,37.0
Great Lakes CC,16,867.0,804.0,763.0,1019.0,152.0
Houston F&S,16,1094.0,948.0,868.0,868.0,-226.0
Montreal F&S,16,2283.0,2301.0,2320.0,2267.0,-16.0
Sacramento Main,16,54.0,74.0,65.0,59.0,5.0
Seattle F&S,16,1947.0,1873.0,1863.0,1847.0,-100.0
Tampa F&S,16,5206.0,5329.0,5363.0,5342.0,136.0
Toronto F&S,16,23483.0,24194.0,24452.0,25035.0,1552.0
Vancouver F&S,16,1167.0,1167.0,1167.0,1167.0,0.0
Seattle F&S,160,16.0,16.0,16.0,16.0,0.0
Toronto F&S,160,49.0,49.0,49.0,49.0,0.0
Atlanta F&S,1604,48.0,48.0,48.0,48.0,0.0
Edmonton F&S,1604,46.0,46.0,46.0,46.0,0.0
Fontana,1604,43.0,43.0,0.0,0.0,-43.0
Seattle F&S,1604,82.0,82.0,82.0,82.0,0.0
Tampa F&S,1604,6.0,6.0,6.0,6.0,0.0
Toronto F&S,1604,92.0,88.0,88.0,88.0,-4.0
Baltimore F&S,1605,6.0,6.0,0.0,0.0,-6.0
Edmonton F&S,1605,680.0,680.0,680.0,682.0,2.0
Fontana,1605,1258.0,1239.0,1227.0,1245.0,-13.0
Great Lakes CC,1605,52.0,52.0,52.0,52.0,0.0
Houston F&S,1605,18.0,12.0,12.0,12.0,-6.0
Montreal F&S,1605,5977.0,5977.0,5977.0,5977.0,0.0
Sacramento Main,1605,437.0,437.0,437.0,437.0,0.0
Seattle F&S,1605,3299.0,3440.0,3440.0,3440.0,141.0
Tampa F&S,1605,450.0,450.0,450.0,450.0,0.0
Toronto F&S,1605,1131.0,1131.0,1131.0,1131.0,0.0
Vancouver F&S,1605,1884.0,1929.0,1991.0,1991.0,107.0
Montreal F&S,1606,1073.0,1073.0,1073.0,1073.0,0.0
Toronto F&S,1606,3854.0,3843.0,3783.0,4124.0,270.0
Vancouver F&S,1606,629.0,879.0,879.0,879.0,250.0
Houston F&S,161,28.0,28.0,28.0,38.0,10.0
Seattle F&S,161,116.0,116.0,116.0,116.0,0.0
Seattle F&S,1610,6.0,6.0,6.0,6.0,0.0
Toronto F&S,1613,7.0,7.0,7.0,7.0,0.0
Seattle F&S,1626,2.0,2.0,2.0,2.0,0.0
Houston F&S,1628,232.0,232.0,232.0,232.0,0.0
Tampa F&S,1628,100.0,100.0,100.0,100.0,0.0
Montreal F&S,163,18.0,18.0,18.0,18.0,0.0
Toronto F&S,163,973.0,970.0,970.0,969.0,-4.0
Houston F&S,1630,60.0,60.0,60.0,60.0,0.0
Baltimore F&S,1633,90.0,860.0,860.0,1887.0,1797.0
Fontana,1633,613.0,613.0,613.0,613.0,0.0
Houston F&S,1633,1196.0,1196.0,1196.0,1196.0,0.0
Seattle F&S,1633,2.0,1.0,1.0,1.0,-1.0
Tampa F&S,1633,397.0,330.0,336.0,342.0,-55.0
Baltimore F&S,164,48.0,48.0,68.0,96.0,48.0
Montreal F&S,164,198.0,198.0,198.0,198.0,0.0
Seattle F&S,164,231.0,231.0,257.0,283.0,52.0
Toronto F&S,164,115.0,115.0,115.0,115.0,0.0
Vancouver F&S,164,588.0,588.0,588.0,588.0,0.0
Montreal F&S,166,56.0,56.0,56.0,56.0,0.0
Seattle F&S,166,8.0,8.0,8.0,8.0,0.0
Toronto F&S,166,25.0,25.0,25.0,25.0,0.0
Seattle F&S,1669,47.0,1.0,1.0,1.0,-46.0
Montreal F&S,168,40.0,40.0,40.0,40.0,0.0
Seattle F&S,168,22.0,22.0,22.0,22.0,0.0
Baltimore F&S,169,16.0,16.0,16.0,16.0,0.0
Fontana,169,89.0,89.0,89.0,89.0,0.0
Montreal F&S,169,626.0,626.0,626.0,624.0,-2.0
Seattle F&S,169,88.0,88.0,88.0,88.0,0.0
Toronto F&S,169,78.0,72.0,84.0,83.0,5.0
Vancouver F&S,169,60.0,60.0,60.0,60.0,0.0
Atlanta F&S,17,67.0,20.0,20.0,20.0,-47.0
Baltimore F&S,17,3879.0,3957.0,4004.0,4019.0,140.0
Edmonton F&S,17,36.0,36.0,36.0,36.0,0.0
Fontana,17,899.0,907.0,947.0,986.0,87.0
Great Lakes CC,17,165.0,249.0,252.0,282.0,117.0
Houston F&S,17,637.0,644.0,799.0,799.0,162.0
Montreal F&S,17,644.0,644.0,617.0,586.0,-58.0
Sacramento Main,17,556.0,549.0,556.0,512.0,-44.0
Seattle F&S,17,924.0,899.0,895.0,777.0,-147.0
Tampa F&S,17,3862.0,3615.0,3833.0,3747.0,-115.0
Toronto F&S,17,2636.0,2597.0,2652.0,2599.0,-37.0
Vancouver F&S,17,17.0,17.0,17.0,17.0,0.0
Atlanta F&S,1718001,24.0,24.0,24.0,24.0,0.0
Baltimore F&S,1718001,38.0,28.0,48.0,48.0,10.0
Edmonton F&S,1718001,744.0,744.0,848.0,655.0,-89.0
Fontana,1718001,819.0,819.0,819.0,819.0,0.0
Great Lakes CC,1718001,4.0,4.0,4.0,4.0,0.0
Houston F&S,1718001,158.0,158.0,158.0,158.0,0.0
Linden,1718001,736.0,628.0,783.0,760.0,24.0
Sacramento Main,1718001,493.0,493.0,546.0,597.0,104.0
Seattle F&S,1718001,11.0,249.0,249.0,257.0,246.0
Tampa F&S,1718001,505.0,583.0,571.0,571.0,66.0
Vancouver F&S,1718001,561.0,561.0,561.0,561.0,0.0
Baltimore F&S,1718002,112.0,112.0,104.0,104.0,-8.0
Edmonton F&S,1718002,514.0,495.0,515.0,488.0,-26.0
Fontana,1718002,1002.0,1002.0,1002.0,924.0,-78.0
Great Lakes CC,1718002,48.0,48.0,48.0,48.0,0.0
Houston F&S,1718002,614.0,759.0,784.0,784.0,170.0
Linden,1718002,1637.0,1603.0,1639.0,1478.0,-159.0
Sacramento Main,1718002,1406.0,1488.0,1528.0,1568.0,162.0
Seattle F&S,1718002,475.0,533.0,533.0,543.0,68.0
Tampa F&S,1718002,183.0,248.0,235.0,234.0,51.0
Vancouver F&S,1718002,263.0,258.0,257.0,257.0,-6.0
Baltimore F&S,1718003,80.0,80.0,80.0,64.0,-16.0
Edmonton F&S,1718003,168.0,160.0,260.0,271.0,103.0
Fontana,1718003,614.0,614.0,614.0,594.0,-20.0
Great Lakes CC,1718003,69.0,69.0,69.0,69.0,0.0
Houston F&S,1718003,371.0,371.0,371.0,371.0,0.0
Linden,1718003,1172.0,1179.0,1199.0,1123.0,-49.0
Sacramento Main,1718003,3571.0,3573.0,3574.0,3571.0,0.0
Seattle F&S,1718003,603.0,566.0,511.0,471.0,-132.0
Tampa F&S,1718003,725.0,805.0,765.0,765.0,40.0
Vancouver F&S,1718003,32.0,32.0,32.0,32.0,0.0
Baltimore F&S,1718004,600.0,707.0,976.0,1112.0,512.0
Edmonton F&S,1718004,177.0,157.0,231.0,222.0,45.0
Fontana,1718004,794.0,794.0,794.0,736.0,-58.0
Great Lakes CC,1718004,4.0,4.0,4.0,4.0,0.0
Houston F&S,1718004,121.0,121.0,121.0,121.0,0.0
Linden,1718004,211.0,196.0,174.0,174.0,-37.0
Sacramento Main,1718004,117.0,111.0,119.0,125.0,8.0
Seattle F&S,1718004,323.0,290.0,285.0,251.0,-72.0
Tampa F&S,1718004,961.0,891.0,839.0,839.0,-122.0
Vancouver F&S,1718004,494.0,463.0,446.0,453.0,-41.0
Baltimore F&S,1718007,33.0,33.0,32.0,32.0,-1.0
Edmonton F&S,1718007,490.0,484.0,484.0,178.0,-312.0
Fontana,1718007,482.0,482.0,482.0,482.0,0.0
