Branch,ItemCode,Week 1,Week 2,Week 3,Week 4,Monthly Demand
Atlanta F&S,682,113.0,145.0,154.0,177.0,64.0
Fontana,682,92.0,92.0,92.0,104.0,12.0
Great Lakes CC,682,12.0,12.0,12.0,12.0,0.0
Houston F&S,682,50.0,50.0,50.0,50.0,0.0
Seattle F&S,682,121.0,127.0,108.0,105.0,-16.0
Tampa F&S,682,34.0,42.0,47.0,47.0,13.0
Fontana,6824,16.0,16.0,16.0,15.0,-1.0
Seattle F&S,6824,26.0,6.0,6.0,4.0,-22.0
Fontana,6825,6.0,6.0,6.0,4.0,-2.0
Seattle F&S,6825,44.0,44.0,56.0,56.0,12.0
Fontana,6826,12.0,12.0,12.0,12.0,0.0
Seattle F&S,6826,8.0,8.0,8.0,8.0,0.0
Fontana,6827,152.0,152.0,152.0,152.0,0.0
Seattle F&S,6827,105.0,100.0,100.0,100.0,-5.0
Fontana,6828,22.0,22.0,22.0,22.0,0.0
Seattle F&S,6828,37.0,32.0,32.0,28.0,-9.0
Fontana,6829,6.0,6.0,6.0,3.0,-3.0
Seattle F&S,6829,40.0,40.0,64.0,64.0,24.0
Atlanta F&S,683,60.0,67.0,70.0,74.0,14.0
Baltimore F&S,683,6.0,6.0,6.0,6.0,0.0
Fontana,683,50.0,50.0,50.0,45.0,-5.0
Great Lakes CC,683,17.0,17.0,17.0,17.0,0.0
Houston F&S,683,9.0,5.0,5.0,21.0,12.0
Sacramento Main,683,3.0,3.0,3.0,3.0,0.0
Seattle F&S,683,69.0,70.0,71.0,67.0,-2.0
Tampa F&S,683,59.0,59.0,57.0,60.0,1.0
Fontana,6830,24.0,24.0,24.0,24.0,0.0
Seattle F&S,6830,16.0,16.0,16.0,10.0,-6.0
Great Lakes CC,684,7.0,7.0,7.0,7.0,0.0
Atlanta F&S,685,45.0,52.0,56.0,56.0,11.0
Baltimore F&S,685,5.0,5.0,5.0,5.0,0.0
Fontana,685,154.0,168.0,168.0,168.0,14.0
Great Lakes CC,685,44.0,44.0,44.0,44.0,0.0
Houston F&S,685,20.0,20.0,20.0,20.0,0.0
Seattle F&S,685,23.0,23.0,26.0,30.0,7.0
Tampa F&S,685,4.0,4.0,2.0,28.0,24.0
Atlanta F&S,6852,87.0,0.0,0.0,0.0,-87.0
Fontana,6852,12.0,12.0,12.0,12.0,0.0
Tampa F&S,6852,187.0,137.0,101.0,184.0,-3.0
Atlanta F&S,687,14.0,14.0,14.0,14.0,0.0
Baltimore F&S,687,6.0,5.0,5.0,5.0,-1.0
Fontana,687,1.0,1.0,1.0,1.0,0.0
Houston F&S,687,2.0,2.0,2.0,2.0,0.0
Seattle F&S,687,19.0,19.0,19.0,19.0,0.0
Tampa F&S,687,26.0,26.0,29.0,39.0,13.0
Atlanta F&S,688,40.0,40.0,40.0,40.0,0.0
Baltimore F&S,688,16.0,8.0,7.0,7.0,-9.0
Fontana,688,25.0,25.0,24.0,24.0,-1.0
Houston F&S,688,11.0,8.0,4.0,4.0,-7.0
Sacramento Main,688,6.0,4.0,4.0,0.0,-6.0
Seattle F&S,688,23.0,28.0,29.0,29.0,6.0
Tampa F&S,688,55.0,56.0,52.0,63.0,8.0
Houston F&S,689,24.0,24.0,24.0,24.0,0.0
Tampa F&S,689,30.0,21.0,25.0,25.0,-5.0
Atlanta F&S,69,259.0,274.0,274.0,269.0,10.0
Baltimore F&S,69,98.0,98.0,98.0,98.0,0.0
Edmonton F&S,69,35.0,15.0,15.0,12.0,-23.0
Fontana,69,152.0,148.0,239.0,257.0,105.0
Great Lakes CC,69,22.0,82.0,82.0,88.0,66.0
Houston F&S,69,105.0,104.0,104.0,104.0,-1.0
Montreal F&S,69,104.0,112.0,112.0,112.0,8.0
Sacramento Main,69,27.0,24.0,24.0,24.0,-3.0
Seattle F&S,69,211.0,208.0,190.0,145.0,-66.0
Tampa F&S,69,771.0,812.0,822.0,805.0,34.0
Toronto F&S,69,66.0,65.0,65.0,65.0,-1.0
Tampa F&S,690,32.0,32.0,32.0,32.0,0.0
Atlanta F&S,693,635.0,665.0,673.0,670.0,35.0
Baltimore F&S,693,40.0,40.0,38.0,37.0,-3.0
Houston F&S,693,243.0,243.0,243.0,238.0,-5.0
Tampa F&S,693,664.0,671.0,672.0,699.0,35.0
Baltimore F&S,696,4.0,4.0,4.0,4.0,0.0
Houston F&S,696,1.0,1.0,1.0,1.0,0.0
Tampa F&S,697,8.0,8.0,8.0,8.0,0.0
Atlanta F&S,6981,1815.0,1735.0,1707.0,1706.0,-109.0
Baltimore F&S,6981,979.0,851.0,803.0,803.0,-176.0
Edmonton F&S,6981,256.0,256.0,256.0,256.0,0.0
Houston F&S,6981,632.0,626.0,619.0,610.0,-22.0
Tampa F&S,6981,5140.0,5004.0,4470.0,4595.0,-545.0
Seattle F&S,700,2.0,2.0,2.0,2.0,0.0
Edmonton F&S,7001,15.0,15.0,6.0,5.0,-10.0
Montreal F&S,7001,83.0,83.0,83.0,83.0,0.0
Sacramento Main,7001,3.0,3.0,3.0,3.0,0.0
Seattle F&S,7001,4.0,4.0,4.0,4.0,0.0
Edmonton F&S,7002,14.0,14.0,4.0,3.0,-11.0
Sacramento Main,7002,3.0,3.0,3.0,3.0,0.0
Seattle F&S,7002,10.0,10.0,10.0,14.0,4.0
Toronto F&S,7002,4.0,4.0,4.0,0.0,-4.0
Montreal F&S,7005,16.0,16.0,16.0,16.0,0.0
Montreal F&S,7017,40.0,40.0,40.0,40.0,0.0
Seattle F&S,7017,4.0,4.0,4.0,4.0,0.0
Tampa F&S,7017,4.0,4.0,4.0,4.0,0.0
Edmonton F&S,7018,13.0,13.0,13.0,13.0,0.0
Great Lakes CC,7019,34.0,34.0,34.0,34.0,0.0
Edmonton F&S,7022,125.0,125.0,125.0,125.0,0.0
Fontana,7022,26.0,26.0,26.0,26.0,0.0
Atlanta F&S,706,5348.0,5404.0,5449.0,5563.0,215.0
Houston F&S,706,674.0,674.0,674.0,886.0,212.0
Tampa F&S,706,5554.0,5482.0,5610.0,5954.0,400.0
Atlanta F&S,707,137.0,98.0,82.0,82.0,-55.0
Houston F&S,707,139.0,139.0,139.0,139.0,0.0
Tampa F&S,707,123.0,127.0,127.0,127.0,4.0
Atlanta F&S,7071,107.0,107.0,107.0,107.0,0.0
Baltimore F&S,7071,1164.0,1189.0,1189.0,1189.0,25.0
Fontana,7071,179.0,179.0,179.0,179.0,0.0
Houston F&S,7071,412.0,412.0,412.0,304.0,-108.0
Sacramento Main,7071,454.0,454.0,286.0,286.0,-168.0
Seattle F&S,7071,1002.0,1170.0,710.0,710.0,-292.0
Tampa F&S,7071,490.0,463.0,703.0,748.0,258.0
Vancouver F&S,7071,698.0,698.0,756.0,698.0,0.0
Atlanta F&S,71,442.0,438.0,452.0,449.0,7.0
Baltimore F&S,71,222.0,222.0,222.0,222.0,0.0
Edmonton F&S,71,2.0,2.0,2.0,2.0,0.0
Fontana,71,441.0,410.0,413.0,425.0,-16.0
Great Lakes CC,71,60.0,60.0,59.0,79.0,19.0
Houston F&S,71,231.0,80.0,79.0,79.0,-152.0
Montreal F&S,71,171.0,300.0,400.0,471.0,300.0
Sacramento Main,71,110.0,110.0,110.0,110.0,0.0
Seattle F&S,71,337.0,340.0,346.0,346.0,9.0
Tampa F&S,71,746.0,743.0,739.0,712.0,-34.0
Toronto F&S,71,1988.0,1982.0,2000.0,1929.0,-59.0
Vancouver F&S,71,1.0,1.0,1.0,1.0,0.0
Atlanta F&S,7101,33.0,33.0,33.0,33.0,0.0
Tampa F&S,7101,29.0,23.0,23.0,23.0,-6.0
Atlanta F&S,7111,10.0,10.0,10.0,10.0,0.0
Edmonton F&S,7111,63.0,63.0,63.0,63.0,0.0
Tampa F&S,7111,37.0,37.0,37.0,43.0,6.0
Tampa F&S,7121,20.0,26.0,26.0,28.0,8.0
Atlanta F&S,7142,205.0,237.0,237.0,237.0,32.0
Baltimore F&S,7142,737.0,736.0,736.0,736.0,-1.0
Edmonton F&S,7142,4.0,4.0,4.0,4.0,0.0
Fontana,7142,137.0,137.0,137.0,135.0,-2.0
Great Lakes CC,7142,282.0,214.0,184.0,181.0,-101.0
Houston F&S,7142,1414.0,1338.0,1038.0,944.0,-470.0
Linden,7142,678.0,688.0,692.0,748.0,70.0
Sacramento Main,7142,78.0,79.0,78.0,78.0,0.0
Seattle F&S,7142,52.0,0.0,0.0,0.0,-52.0
Tampa F&S,7142,457.0,452.0,451.0,455.0,-2.0
Fontana,7144,6.0,6.0,6.0,6.0,0.0
Seattle F&S,7144,4.0,4.0,4.0,4.0,0.0
Fontana,7147,30.0,30.0,30.0,30.0,0.0
Seattle F&S,7147,14.0,13.0,21.0,21.0,7.0
Tampa F&S,7147,4.0,4.0,4.0,4.0,0.0
Edmonton F&S,7149,12.0,12.0,11.0,11.0,-1.0
Fontana,7149,15.0,15.0,15.0,52.0,37.0
Sacramento Main,7149,7.0,7.0,7.0,7.0,0.0
Seattle F&S,7149,4.0,4.0,4.0,4.0,0.0
Tampa F&S,7149,18.0,18.0,18.0,18.0,0.0
Fontana,7150,296.0,296.0,673.0,1155.0,859.0
Seattle F&S,7150,428.0,428.0,428.0,428.0,0.0
Tampa F&S,7150,160.0,160.0,160.0,160.0,0.0
Fontana,7151,280.0,280.0,657.0,1163.0,883.0
Tampa F&S,7151,80.0,80.0,80.0,80.0,0.0
Atlanta F&S,7182,511.0,511.0,511.0,511.0,0.0
Fontana,7182,260.0,260.0,650.0,1151.0,891.0
Seattle F&S,7182,366.0,366.0,366.0,438.0,72.0
Tampa F&S,7182,80.0,80.0,80.0,80.0,0.0
Fontana,7184,1176.0,1176.0,1176.0,1176.0,0.0
Seattle F&S,7184,120.0,120.0,120.0,120.0,0.0
Fontana,7186,150.0,150.0,150.0,150.0,0.0
Houston F&S,7186,4344.0,4344.0,4344.0,4344.0,0.0
Sacramento Main,7186,956.0,956.0,956.0,956.0,0.0
Atlanta F&S,7187,20.0,20.0,20.0,20.0,0.0
Tampa F&S,7187,5.0,5.0,5.0,4.0,-1.0
Tampa F&S,7192,12.0,12.0,12.0,12.0,0.0
Atlanta F&S,7193,4.0,4.0,4.0,4.0,0.0
Atlanta F&S,722,36.0,36.0,36.0,36.0,0.0
Houston F&S,722,51.0,51.0,51.0,51.0,0.0
Tampa F&S,722,44.0,44.0,44.0,44.0,0.0
Atlanta F&S,723,24.0,27.0,27.0,27.0,3.0
Houston F&S,723,10.0,10.0,10.0,10.0,0.0
Tampa F&S,723,445.0,445.0,479.0,485.0,40.0
Toronto F&S,7238000,370.0,370.0,370.0,370.0,0.0
Toronto F&S,7238001,193.0,179.0,174.0,174.0,-19.0
Toronto F&S,7238003,60.0,60.0,60.0,60.0,0.0
Atlanta F&S,724,48.0,48.0,48.0,48.0,0.0
Fontana,724,8.0,8.0,8.0,8.0,0.0
Tampa F&S,724,158.0,158.0,158.0,158.0,0.0
Atlanta F&S,725,320.0,423.0,423.0,423.0,103.0
Seattle F&S,725,165.0,165.0,107.0,107.0,-58.0
Atlanta F&S,726,1091.0,1022.0,1035.0,1035.0,-56.0
Fontana,726,118.0,118.0,118.0,118.0,0.0
Seattle F&S,726,59.0,59.0,59.0,59.0,0.0
Tampa F&S,726,2619.0,2210.0,2220.0,2202.0,-417.0
Atlanta F&S,727,1782.0,1454.0,1441.0,1425.0,-357.0
Houston F&S,727,313.0,313.0,313.0,313.0,0.0
Tampa F&S,727,2639.0,2765.0,2868.0,2987.0,348.0
Baltimore F&S,7272,4.0,3.0,2.0,2.0,-2.0
Atlanta F&S,728,1889.0,1881.0,1895.0,1963.0,74.0
Houston F&S,728,424.0,424.0,424.0,424.0,0.0
Seattle F&S,728,34.0,34.0,34.0,100.0,66.0
Tampa F&S,728,1890.0,1832.0,1816.0,1866.0,-24.0
Houston F&S,729,63.0,63.0,63.0,63.0,0.0
Tampa F&S,729,38.0,38.0,38.0,38.0,0.0
Atlanta F&S,730,960.0,960.0,922.0,884.0,-76.0
Fontana,730,119.0,119.0,119.0,119.0,0.0
Houston F&S,730,5.0,5.0,5.0,5.0,0.0
Tampa F&S,730,280.0,279.0,279.0,279.0,-1.0
Fontana,731,496.0,496.0,496.0,496.0,0.0
Seattle F&S,731,20.0,20.0,20.0,20.0,0.0
Tampa F&S,731,14.0,14.0,14.0,14.0,0.0
Seattle F&S,732,84.0,0.0,0.0,46.0,-38.0
Atlanta F&S,734,354.0,486.0,486.0,486.0,132.0
Fontana,734,48.0,48.0,48.0,48.0,0.0
Houston F&S,734,40.0,40.0,40.0,40.0,0.0
Tampa F&S,734,72.0,80.0,80.0,80.0,8.0
Atlanta F&S,735,114.0,114.0,114.0,114.0,0.0
Houston F&S,735,70.0,70.0,70.0,70.0,0.0
Atlanta F&S,737,67.0,67.0,67.0,67.0,0.0
Houston F&S,737,8.0,8.0,8.0,8.0,0.0
Atlanta F&S,738,5427.0,5652.0,5713.0,5717.0,290.0
Fontana,738,508.0,508.0,508.0,508.0,0.0
Houston F&S,738,893.0,893.0,893.0,893.0,0.0
Seattle F&S,738,196.0,190.0,150.0,121.0,-75.0
Tampa F&S,738,8037.0,7911.0,8202.0,8397.0,360.0
Atlanta F&S,739,6483.0,7146.0,7216.0,7065.0,582.0
Fontana,739,1537.0,1585.0,1585.0,1659.0,122.0
Houston F&S,739,979.0,979.0,979.0,979.0,0.0
Seattle F&S,739,2230.0,2088.0,2073.0,2057.0,-173.0
Tampa F&S,739,9032.0,8928.0,8326.0,8316.0,-716.0
Fontana,7392,2.0,2.0,2.0,2.0,0.0
Atlanta F&S,740,300.0,328.0,328.0,328.0,28.0
Fontana,740,1147.0,1183.0,1183.0,1183.0,36.0
Seattle F&S,740,785.0,731.0,478.0,388.0,-397.0
Tampa F&S,740,16.0,16.0,16.0,16.0,0.0
Fontana,741,122.0,122.0,122.0,121.0,-1.0
Atlanta F&S,743,521.0,543.0,548.0,557.0,36.0
Houston F&S,743,65.0,65.0,65.0,65.0,0.0
Tampa F&S,743,1020.0,1000.0,1003.0,1025.0,5.0
Edmonton F&S,7431,13.0,13.0,13.0,13.0,0.0
Fontana,7431,1.0,1.0,1.0,1.0,0.0
Seattle F&S,7431,158.0,158.0,158.0,127.0,-31.0
Baltimore F&S,7433,23.0,23.0,23.0,23.0,0.0
Baltimore F&S,7436,916.0,845.0,763.0,803.0,-113.0
Edmonton F&S,7436,3142.0,3142.0,3102.0,3102.0,-40.0
Fontana,7436,10630.0,12167.0,12064.0,12363.0,1733.0
Great Lakes CC,7436,3565.0,3591.0,3655.0,3675.0,110.0
Houston F&S,7436,1337.0,1186.0,1101.0,1273.0,-64.0
Linden,7436,96.0,96.0,96.0,96.0,0.0
Montreal F&S,7436,4071.0,4055.0,3958.0,3542.0,-529.0
Sacramento Main,7436,1760.0,1533.0,1454.0,1454.0,-306.0
Seattle F&S,7436,17155.0,17308.0,17445.0,18905.0,1750.0
Tampa F&S,7436,17256.0,17247.0,16223.0,15339.0,-1917.0
Vancouver F&S,7436,1278.0,1221.0,1220.0,1221.0,-57.0
Baltimore F&S,7438,8.0,8.0,8.0,8.0,0.0
Edmonton F&S,7438,122.0,122.0,122.0,122.0,0.0
Atlanta F&S,744,524.0,578.0,583.0,592.0,68.0
Fontana,744,28.0,28.0,28.0,28.0,0.0
Houston F&S,744,66.0,66.0,66.0,66.0,0.0
Tampa F&S,744,974.0,940.0,939.0,963.0,-11.0
Atlanta F&S,745,841.0,881.0,848.0,836.0,-5.0
Great Lakes CC,745,28.0,28.0,56.0,28.0,0.0
Houston F&S,745,173.0,171.0,171.0,191.0,18.0
Seattle F&S,745,102.0,114.0,118.0,118.0,16.0
Tampa F&S,745,1241.0,1202.0,1127.0,1135.0,-106.0
Atlanta F&S,746,1328.0,1441.0,1466.0,1507.0,179.0
Fontana,746,72.0,72.0,72.0,72.0,0.0
Houston F&S,746,560.0,560.0,560.0,600.0,40.0
Seattle F&S,746,214.0,226.0,238.0,238.0,24.0
Tampa F&S,746,3521.0,3491.0,3394.0,3422.0,-99.0
Toronto F&S,7471,2.0,8.0,8.0,12.0,10.0
Fontana,7492,208.0,368.0,185.0,190.0,-18.0
Sacramento Main,7492,2247.0,1401.0,1401.0,1401.0,-846.0
Seattle F&S,7492,9954.0,9700.0,9563.0,9208.0,-746.0
Vancouver F&S,7492,5235.0,5235.0,5235.0,5235.0,0.0
Atlanta F&S,7511,12.0,0.0,0.0,0.0,-12.0
Baltimore F&S,7511,69.0,69.0,69.0,69.0,0.0
Great Lakes CC,7511,719.0,702.0,702.0,753.0,34.0
Sacramento Main,7511,5.0,5.0,5.0,5.0,0.0
Tampa F&S,7511,813.0,793.0,732.0,1193.0,380.0
Atlanta F&S,7512,11.0,0.0,0.0,0.0,-11.0
Baltimore F&S,7512,41.0,41.0,41.0,41.0,0.0
Edmonton F&S,7512,70.0,34.0,30.0,2.0,-68.0
Great Lakes CC,7512,381.0,351.0,402.0,441.0,60.0
Sacramento Main,7512,26.0,26.0,26.0,26.0,0.0
Tampa F&S,7512,431.0,365.0,299.0,498.0,67.0
Atlanta F&S,7541,3112.0,2988.0,2949.0,2720.0,-392.0
Baltimore F&S,7541,793.0,897.0,855.0,855.0,62.0
Edmonton F&S,7541,1577.0,1605.0,1648.0,1633.0,56.0
Fontana,7541,805.0,785.0,785.0,797.0,-8.0
Great Lakes CC,7541,266.0,464.0,464.0,716.0,450.0
Houston F&S,7541,4795.0,4790.0,4790.0,4702.0,-93.0
Montreal F&S,7541,3.0,3.0,3.0,3.0,0.0
Sacramento Main,7541,2912.0,2892.0,2848.0,2684.0,-228.0
Seattle F&S,7541,6355.0,6575.0,7269.0,7568.0,1213.0
Tampa F&S,7541,7787.0,7169.0,7362.0,7209.0,-578.0
Vancouver F&S,7541,4265.0,4205.0,4064.0,4152.0,-113.0
Atlanta F&S,7551,290.0,290.0,345.0,388.0,98.0
Baltimore F&S,7551,3715.0,3826.0,3948.0,3838.0,123.0
Edmonton F&S,7551,1286.0,1286.0,1255.0,1255.0,-31.0
Fontana,7551,5927.0,5851.0,5800.0,5934.0,7.0
Great Lakes CC,7551,1095.0,1069.0,1040.0,1095.0,0.0
Houston F&S,7551,647.0,564.0,640.0,768.0,121.0
Linden,7551,366.0,366.0,366.0,366.0,0.0
Montreal F&S,7551,2502.0,2494.0,2402.0,2170.0,-332.0
Sacramento Main,7551,1564.0,1467.0,1438.0,1438.0,-126.0
Seattle F&S,7551,9009.0,8960.0,9082.0,9646.0,637.0
Tampa F&S,7551,2002.0,2000.0,1132.0,1143.0,-859.0
Toronto F&S,7551,1237.0,1237.0,1237.0,1151.0,-86.0
Vancouver F&S,7551,819.0,803.0,800.0,801.0,-18.0
Fontana,7562,9.0,9.0,37.0,44.0,35.0
Montreal F&S,7562,69.0,69.0,69.0,69.0,0.0
Seattle F&S,7562,15.0,15.0,15.0,19.0,4.0
Toronto F&S,7562,83.0,83.0,83.0,77.0,-6.0
Atlanta F&S,757,252.0,248.0,252.0,252.0,0.0
Houston F&S,757,31.0,31.0,31.0,35.0,4.0
Tampa F&S,757,420.0,434.0,436.0,442.0,22.0
Atlanta F&S,758,58.0,56.0,52.0,64.0,6.0
Houston F&S,758,32.0,32.0,32.0,34.0,2.0
Tampa F&S,758,134.0,130.0,121.0,119.0,-15.0
Atlanta F&S,759,152.0,145.0,147.0,144.0,-8.0
Houston F&S,759,15.0,15.0,15.0,39.0,24.0
Tampa F&S,759,321.0,323.0,343.0,338.0,17.0
Atlanta F&S,760,4.0,4.0,4.0,4.0,0.0
Tampa F&S,760,27.0,27.0,23.0,23.0,-4.0
Baltimore F&S,7601,276.0,276.0,276.0,276.0,0.0
Houston F&S,7601,436.0,385.0,384.0,384.0,-52.0
Seattle F&S,7601,41.0,41.0,41.0,41.0,0.0
Tampa F&S,7601,756.0,756.0,955.0,955.0,199.0
Atlanta F&S,761,23.0,24.0,25.0,25.0,2.0
Houston F&S,761,75.0,75.0,75.0,75.0,0.0
Tampa F&S,761,21.0,21.0,21.0,21.0,0.0
Atlanta F&S,763,20.0,23.0,23.0,23.0,3.0
Houston F&S,763,2.0,2.0,2.0,6.0,4.0
Tampa F&S,763,43.0,36.0,35.0,35.0,-8.0
Atlanta F&S,765,23.0,20.0,22.0,24.0,1.0
Houston F&S,765,38.0,38.0,38.0,38.0,0.0
Tampa F&S,765,9.0,9.0,7.0,7.0,-2.0
Atlanta F&S,767,36.0,36.0,39.0,39.0,3.0
Houston F&S,767,2.0,2.0,2.0,2.0,0.0
Tampa F&S,767,41.0,41.0,53.0,53.0,12.0
Tampa F&S,7671,7.0,8.0,8.0,8.0,1.0
Vancouver F&S,7671,4.0,4.0,4.0,4.0,0.0
Atlanta F&S,768,30.0,27.0,29.0,31.0,1.0
Houston F&S,768,2.0,2.0,2.0,2.0,0.0
Tampa F&S,768,31.0,31.0,31.0,31.0,0.0
Atlanta F&S,769,24.0,15.0,16.0,16.0,-8.0
Houston F&S,769,2.0,2.0,2.0,6.0,4.0
Atlanta F&S,770,2.0,2.0,2.0,2.0,0.0
Houston F&S,770,2.0,2.0,2.0,2.0,0.0
Atlanta F&S,771,47.0,34.0,35.0,35.0,-12.0
Houston F&S,771,8.0,8.0,8.0,20.0,12.0
Atlanta F&S,775,47.0,42.0,47.0,49.0,2.0
Houston F&S,775,9.0,9.0,9.0,9.0,0.0
Tampa F&S,775,24.0,24.0,24.0,24.0,0.0
Atlanta F&S,776,30.0,22.0,22.0,22.0,-8.0
Houston F&S,776,2.0,2.0,2.0,2.0,0.0
Tampa F&S,776,32.0,32.0,32.0,32.0,0.0
Baltimore F&S,7762,1.0,1.0,1.0,1.0,0.0
Fontana,7762,14.0,14.0,14.0,14.0,0.0
Seattle F&S,7762,1.0,1.0,1.0,1.0,0.0
Tampa F&S,7762,2.0,2.0,2.0,2.0,0.0
Atlanta F&S,777,87.0,87.0,94.0,98.0,11.0
Houston F&S,777,37.0,37.0,37.0,37.0,0.0
Tampa F&S,777,64.0,65.0,68.0,68.0,4.0
Atlanta F&S,778,25.0,24.0,24.0,24.0,-1.0
Tampa F&S,778,11.0,11.0,15.0,15.0,4.0
Atlanta F&S,779,2.0,2.0,2.0,2.0,0.0
Tampa F&S,779,1.0,1.0,1.0,1.0,0.0
Atlanta F&S,780,43.0,40.0,37.0,37.0,-6.0
Tampa F&S,780,20.0,20.0,30.0,30.0,10.0
Atlanta F&S,781,2.0,2.0,2.0,2.0,0.0
Baltimore F&S,7821,2.0,2.0,2.0,2.0,0.0
Atlanta F&S,783,3.0,3.0,3.0,3.0,0.0
Atlanta F&S,784,92.0,75.0,75.0,63.0,-29.0
Houston F&S,784,88.0,88.0,88.0,88.0,0.0
Tampa F&S,784,192.0,187.0,182.0,183.0,-9.0
Atlanta F&S,785,19.0,19.0,19.0,19.0,0.0
Houston F&S,785,4.0,4.0,4.0,4.0,0.0
Tampa F&S,785,30.0,34.0,34.0,34.0,4.0
Edmonton F&S,7851,2265.0,1709.0,1473.0,1460.0,-805.0
Fontana,7851,1378.0,1378.0,1378.0,1378.0,0.0
Linden,7851,95.0,95.0,95.0,95.0,0.0
Seattle F&S,7851,2379.0,2599.0,2455.0,2228.0,-151.0
Toronto F&S,7851,30.0,30.0,30.0,30.0,0.0
Vancouver F&S,7851,1387.0,1387.0,1387.0,1387.0,0.0
Edmonton F&S,7853,24.0,24.0,24.0,24.0,0.0
Fontana,7853,59.0,59.0,57.0,57.0,-2.0
Linden,7853,29.0,29.0,29.0,29.0,0.0
Sacramento Main,7853,7.0,7.0,7.0,7.0,0.0
Seattle F&S,7853,69.0,79.0,121.0,136.0,67.0
Toronto F&S,7853,8.0,8.0,8.0,8.0,0.0
Vancouver F&S,7853,12.0,12.0,12.0,12.0,0.0
Edmonton F&S,7855,392.0,362.0,362.0,352.0,-40.0
Fontana,7855,239.0,243.0,214.0,133.0,-106.0
Houston F&S,7855,213.0,231.0,231.0,231.0,18.0
Linden,7855,27.0,27.0,27.0,27.0,0.0
Seattle F&S,7855,113.0,116.0,170.0,220.0,107.0
Vancouver F&S,7855,585.0,585.0,585.0,585.0,0.0
Edmonton F&S,7857,684.0,570.0,556.0,556.0,-128.0
Fontana,7857,1955.0,1955.0,1669.0,1214.0,-741.0
Houston F&S,7857,502.0,502.0,502.0,502.0,0.0
Linden,7857,8.0,8.0,8.0,8.0,0.0
Seattle F&S,7857,1177.0,1250.0,1460.0,1412.0,235.0
Toronto F&S,7857,16.0,16.0,16.0,16.0,0.0
Vancouver F&S,7857,206.0,296.0,296.0,296.0,90.0
Atlanta F&S,786,62.0,53.0,53.0,53.0,-9.0
Houston F&S,786,3.0,3.0,3.0,3.0,0.0
Tampa F&S,786,157.0,157.0,156.0,155.0,-2.0
Edmonton F&S,7863,911.0,791.0,702.0,702.0,-209.0
Fontana,7863,53.0,53.0,53.0,53.0,0.0
Linden,7863,34.0,34.0,34.0,34.0,0.0
Sacramento Main,7863,70.0,140.0,70.0,70.0,0.0
Seattle F&S,7863,1182.0,1248.0,1206.0,1119.0,-63.0
Toronto F&S,7863,20.0,20.0,20.0,20.0,0.0
Vancouver F&S,7863,356.0,531.0,554.0,554.0,198.0
Edmonton F&S,7865,2781.0,2611.0,2533.0,2504.0,-277.0
Fontana,7865,2131.0,2174.0,2019.0,2019.0,-112.0
Houston F&S,7865,1386.0,1386.0,1386.0,1386.0,0.0
Linden,7865,1675.0,1638.0,1380.0,1337.0,-338.0
Sacramento Main,7865,845.0,644.0,638.0,638.0,-207.0
Seattle F&S,7865,1812.0,2036.0,2636.0,2509.0,697.0
Toronto F&S,7865,32.0,32.0,32.0,32.0,0.0
Vancouver F&S,7865,1742.0,1800.0,1800.0,1800.0,58.0
Edmonton F&S,7867,32.0,14.0,8.0,8.0,-24.0
Fontana,7867,49.0,49.0,38.0,13.0,-36.0
Houston F&S,7867,91.0,91.0,91.0,91.0,0.0
Sacramento Main,7867,172.0,174.0,145.0,126.0,-46.0
Seattle F&S,7867,1113.0,1105.0,1111.0,1111.0,-2.0
Vancouver F&S,7867,143.0,143.0,143.0,143.0,0.0
Edmonton F&S,7868,133.0,93.0,5.0,5.0,-128.0
Fontana,7868,449.0,449.0,449.0,430.0,-19.0
Houston F&S,7868,271.0,271.0,271.0,271.0,0.0
Sacramento Main,7868,416.0,416.0,367.0,331.0,-85.0
Seattle F&S,7868,904.0,923.0,925.0,962.0,58.0
Toronto F&S,7868,12.0,12.0,12.0,12.0,0.0
Vancouver F&S,7868,10.0,10.0,10.0,10.0,0.0
Atlanta F&S,788,9.0,9.0,9.0,9.0,0.0
Houston F&S,788,12.0,12.0,12.0,12.0,0.0
Tampa F&S,788,10.0,10.0,10.0,10.0,0.0
Atlanta F&S,789,8.0,8.0,8.0,8.0,0.0
Tampa F&S,789,12.0,6.0,6.0,6.0,-6.0
Atlanta F&S,791,7.0,7.0,7.0,7.0,0.0
Houston F&S,791,8.0,8.0,8.0,8.0,0.0
Tampa F&S,791,2.0,2.0,2.0,2.0,0.0
Atlanta F&S,793,12.0,6.0,6.0,6.0,-6.0
Tampa F&S,793,5.0,5.0,5.0,5.0,0.0
Houston F&S,7931,1.0,0.0,0.0,0.0,-1.0
Seattle F&S,7931,1.0,1.0,1.0,1.0,0.0
Tampa F&S,7931,2.0,2.0,2.0,2.0,0.0
Toronto F&S,7931,1.0,1.0,1.0,1.0,0.0
Atlanta F&S,794,26.0,26.0,8.0,8.0,-18.0
Tampa F&S,794,3.0,3.0,3.0,3.0,0.0
Atlanta F&S,795,536.0,539.0,538.0,537.0,1.0
Houston F&S,795,126.0,126.0,126.0,132.0,6.0
Tampa F&S,795,728.0,779.0,743.0,731.0,3.0
Fontana,7951,511.0,511.0,358.0,358.0,-153.0
Great Lakes CC,7951,7837.0,7825.0,7823.0,7823.0,-14.0
